athlete_name,gender,course_a,year_a,time_a,course_b,year_b,time_b,delta_seconds,months_between
Kenneth Desisa #0236,M,chicago,2015,7446,tokyo,2017,7493,47,16.56
Kenneth Desisa #0236,M,nyc,2015,7471,tokyo,2016,7465,-6,3.91
Kenneth Desisa #0236,M,nyc,2015,7471,boston,2016,7824,353,5.55
Kenneth Desisa #0236,M,nyc,2015,7471,london,2016,7495,24,5.75
Kenneth Desisa #0236,M,nyc,2015,7471,berlin,2016,7444,-27,10.81
Kenneth Desisa #0236,M,nyc,2015,7471,chicago,2016,7492,21,11.27
Kenneth Desisa #0236,M,nyc,2015,7471,tokyo,2017,7493,22,15.87
Kenneth Desisa #0236,M,nyc,2015,7471,boston,2017,7784,313,17.51
Kenneth Desisa #0236,M,nyc,2015,7471,london,2017,7396,-75,17.71
Kenneth Desisa #0236,M,tokyo,2016,7465,boston,2016,7824,359,1.64
Kenneth Desisa #0236,M,tokyo,2016,7465,london,2016,7495,30,1.84
Kenneth Desisa #0236,M,tokyo,2016,7465,berlin,2016,7444,-21,6.9
Kenneth Desisa #0236,M,tokyo,2016,7465,chicago,2016,7492,27,7.36
Kenneth Desisa #0236,M,tokyo,2016,7465,nyc,2016,7548,83,8.28
Kenneth Desisa #0236,M,tokyo,2016,7465,boston,2017,7784,319,13.6
Kenneth Desisa #0236,M,tokyo,2016,7465,london,2017,7396,-69,13.8
Kenneth Desisa #0236,M,boston,2016,7824,london,2016,7495,-329,0.2
Kenneth Desisa #0236,M,boston,2016,7824,berlin,2016,7444,-380,5.26
Kenneth Desisa #0236,M,boston,2016,7824,chicago,2016,7492,-332,5.72
Kenneth Desisa #0236,M,boston,2016,7824,nyc,2016,7548,-276,6.64
Kenneth Desisa #0236,M,boston,2016,7824,tokyo,2017,7493,-331,10.32
Kenneth Desisa #0236,M,boston,2016,7824,london,2017,7396,-428,12.16
Kenneth Desisa #0236,M,boston,2016,7824,berlin,2017,7579,-245,17.21
Kenneth Desisa #0236,M,boston,2016,7824,chicago,2017,7518,-306,17.67
Kenneth Desisa #0236,M,london,2016,7495,berlin,2016,7444,-51,5.06
Kenneth Desisa #0236,M,london,2016,7495,chicago,2016,7492,-3,5.52
Kenneth Desisa #0236,M,london,2016,7495,nyc,2016,7548,53,6.44
Kenneth Desisa #0236,M,london,2016,7495,tokyo,2017,7493,-2,10.12
Kenneth Desisa #0236,M,london,2016,7495,boston,2017,7784,289,11.76
Kenneth Desisa #0236,M,london,2016,7495,berlin,2017,7579,84,17.02
Kenneth Desisa #0236,M,london,2016,7495,chicago,2017,7518,23,17.48
Kenneth Desisa #0236,M,berlin,2016,7444,chicago,2016,7492,48,0.46
Kenneth Desisa #0236,M,berlin,2016,7444,nyc,2016,7548,104,1.38
Kenneth Desisa #0236,M,berlin,2016,7444,tokyo,2017,7493,49,5.06
Kenneth Desisa #0236,M,berlin,2016,7444,boston,2017,7784,340,6.7
Kenneth Desisa #0236,M,berlin,2016,7444,london,2017,7396,-48,6.9
Kenneth Desisa #0236,M,berlin,2016,7444,chicago,2017,7518,74,12.42
Kenneth Desisa #0236,M,berlin,2016,7444,nyc,2017,7546,102,13.34
Kenneth Desisa #0236,M,berlin,2016,7444,tokyo,2018,7384,-60,17.02
Kenneth Desisa #0236,M,chicago,2016,7492,nyc,2016,7548,56,0.92
Kenneth Desisa #0236,M,chicago,2016,7492,tokyo,2017,7493,1,4.6
Kenneth Desisa #0236,M,chicago,2016,7492,boston,2017,7784,292,6.24
Kenneth Desisa #0236,M,chicago,2016,7492,london,2017,7396,-96,6.44
Kenneth Desisa #0236,M,chicago,2016,7492,berlin,2017,7579,87,11.5
Kenneth Desisa #0236,M,chicago,2016,7492,nyc,2017,7546,54,12.88
Kenneth Desisa #0236,M,chicago,2016,7492,tokyo,2018,7384,-108,16.56
Kenneth Desisa #0236,M,nyc,2016,7548,tokyo,2017,7493,-55,3.68
Kenneth Desisa #0236,M,nyc,2016,7548,boston,2017,7784,236,5.32
Kenneth Desisa #0236,M,nyc,2016,7548,london,2017,7396,-152,5.52
Kenneth Desisa #0236,M,nyc,2016,7548,berlin,2017,7579,31,10.58
Kenneth Desisa #0236,M,nyc,2016,7548,chicago,2017,7518,-30,11.04
Kenneth Desisa #0236,M,nyc,2016,7548,tokyo,2018,7384,-164,15.64
Kenneth Desisa #0236,M,nyc,2016,7548,boston,2018,7686,138,17.28
Kenneth Desisa #0236,M,nyc,2016,7548,london,2018,7857,309,17.48
Kenneth Desisa #0236,M,tokyo,2017,7493,boston,2017,7784,291,1.64
Kenneth Desisa #0236,M,tokyo,2017,7493,london,2017,7396,-97,1.84
Kenneth Desisa #0236,M,tokyo,2017,7493,berlin,2017,7579,86,6.9
Kenneth Desisa #0236,M,tokyo,2017,7493,chicago,2017,7518,25,7.36
Kenneth Desisa #0236,M,tokyo,2017,7493,nyc,2017,7546,53,8.28
Kenneth Desisa #0236,M,tokyo,2017,7493,boston,2018,7686,193,13.6
Kenneth Desisa #0236,M,tokyo,2017,7493,london,2018,7857,364,13.8
Kenneth Desisa #0236,M,boston,2017,7784,london,2017,7396,-388,0.2
Kenneth Desisa #0236,M,boston,2017,7784,berlin,2017,7579,-205,5.26
Kenneth Desisa #0236,M,boston,2017,7784,chicago,2017,7518,-266,5.72
Kenneth Desisa #0236,M,boston,2017,7784,nyc,2017,7546,-238,6.64
Kenneth Desisa #0236,M,boston,2017,7784,tokyo,2018,7384,-400,10.32
Kenneth Desisa #0236,M,boston,2017,7784,london,2018,7857,73,12.16
Kenneth Desisa #0236,M,boston,2017,7784,chicago,2018,7619,-165,17.67
Kenneth Desisa #0236,M,london,2017,7396,berlin,2017,7579,183,5.06
Kenneth Desisa #0236,M,london,2017,7396,chicago,2017,7518,122,5.52
Kenneth Desisa #0236,M,london,2017,7396,nyc,2017,7546,150,6.44
Kenneth Desisa #0236,M,london,2017,7396,tokyo,2018,7384,-12,10.12
Kenneth Desisa #0236,M,london,2017,7396,boston,2018,7686,290,11.76
Kenneth Desisa #0236,M,london,2017,7396,chicago,2018,7619,223,17.48
Kenneth Desisa #0236,M,berlin,2017,7579,chicago,2017,7518,-61,0.46
Kenneth Desisa #0236,M,berlin,2017,7579,nyc,2017,7546,-33,1.38
Kenneth Desisa #0236,M,berlin,2017,7579,tokyo,2018,7384,-195,5.06
Kenneth Desisa #0236,M,berlin,2017,7579,boston,2018,7686,107,6.7
Kenneth Desisa #0236,M,berlin,2017,7579,london,2018,7857,278,6.9
Kenneth Desisa #0236,M,berlin,2017,7579,chicago,2018,7619,40,12.42
Kenneth Desisa #0236,M,berlin,2017,7579,nyc,2018,7377,-202,13.34
Kenneth Desisa #0236,M,berlin,2017,7579,tokyo,2019,7415,-164,17.25
Kenneth Desisa #0236,M,chicago,2017,7518,nyc,2017,7546,28,0.92
Kenneth Desisa #0236,M,chicago,2017,7518,tokyo,2018,7384,-134,4.6
Kenneth Desisa #0236,M,chicago,2017,7518,boston,2018,7686,168,6.24
Kenneth Desisa #0236,M,chicago,2017,7518,london,2018,7857,339,6.44
Kenneth Desisa #0236,M,chicago,2017,7518,nyc,2018,7377,-141,12.88
Kenneth Desisa #0236,M,chicago,2017,7518,tokyo,2019,7415,-103,16.79
Kenneth Desisa #0236,M,nyc,2017,7546,tokyo,2018,7384,-162,3.68
Kenneth Desisa #0236,M,nyc,2017,7546,boston,2018,7686,140,5.32
Kenneth Desisa #0236,M,nyc,2017,7546,london,2018,7857,311,5.52
Kenneth Desisa #0236,M,nyc,2017,7546,chicago,2018,7619,73,11.04
Kenneth Desisa #0236,M,nyc,2017,7546,tokyo,2019,7415,-131,15.87
Kenneth Desisa #0236,M,nyc,2017,7546,boston,2019,7415,-131,17.28
Kenneth Desisa #0236,M,nyc,2017,7546,london,2019,7561,15,17.71
Kenneth Desisa #0236,M,tokyo,2018,7384,boston,2018,7686,302,1.64
Kenneth Desisa #0236,M,tokyo,2018,7384,london,2018,7857,473,1.84
Kenneth Desisa #0236,M,tokyo,2018,7384,chicago,2018,7619,235,7.36
Kenneth Desisa #0236,M,tokyo,2018,7384,nyc,2018,7377,-7,8.28
Kenneth Desisa #0236,M,tokyo,2018,7384,boston,2019,7415,31,13.6
Kenneth Desisa #0236,M,tokyo,2018,7384,london,2019,7561,177,14.03
Kenneth Desisa #0236,M,boston,2018,7686,london,2018,7857,171,0.2
Kenneth Desisa #0236,M,boston,2018,7686,chicago,2018,7619,-67,5.72
Kenneth Desisa #0236,M,boston,2018,7686,nyc,2018,7377,-309,6.64
Kenneth Desisa #0236,M,boston,2018,7686,tokyo,2019,7415,-271,10.55
Kenneth Desisa #0236,M,boston,2018,7686,london,2019,7561,-125,12.39
Kenneth Desisa #0236,M,boston,2018,7686,berlin,2019,7531,-155,17.44
Kenneth Desisa #0236,M,boston,2018,7686,chicago,2019,7393,-293,17.9
Kenneth Desisa #0236,M,london,2018,7857,chicago,2018,7619,-238,5.52
Kenneth Desisa #0236,M,london,2018,7857,nyc,2018,7377,-480,6.44
Kenneth Desisa #0236,M,london,2018,7857,tokyo,2019,7415,-442,10.35
Kenneth Desisa #0236,M,london,2018,7857,boston,2019,7415,-442,11.76
Kenneth Desisa #0236,M,london,2018,7857,berlin,2019,7531,-326,17.25
Kenneth Desisa #0236,M,london,2018,7857,chicago,2019,7393,-464,17.71
Kenneth Desisa #0236,M,chicago,2018,7619,nyc,2018,7377,-242,0.92
Kenneth Desisa #0236,M,chicago,2018,7619,tokyo,2019,7415,-204,4.83
Kenneth Desisa #0236,M,chicago,2018,7619,boston,2019,7415,-204,6.24
Kenneth Desisa #0236,M,chicago,2018,7619,london,2019,7561,-58,6.67
Kenneth Desisa #0236,M,chicago,2018,7619,berlin,2019,7531,-88,11.73
Kenneth Desisa #0236,M,chicago,2018,7619,nyc,2019,7437,-182,12.88
Kenneth Desisa #0236,M,nyc,2018,7377,tokyo,2019,7415,38,3.91
Kenneth Desisa #0236,M,nyc,2018,7377,boston,2019,7415,38,5.32
Kenneth Desisa #0236,M,nyc,2018,7377,london,2019,7561,184,5.75
Kenneth Desisa #0236,M,nyc,2018,7377,berlin,2019,7531,154,10.81
Kenneth Desisa #0236,M,nyc,2018,7377,chicago,2019,7393,16,11.27
Kenneth Desisa #0236,M,tokyo,2019,7415,boston,2019,7415,0,1.41
Kenneth Desisa #0236,M,tokyo,2019,7415,london,2019,7561,146,1.84
Kenneth Desisa #0236,M,tokyo,2019,7415,berlin,2019,7531,116,6.9
Kenneth Desisa #0236,M,tokyo,2019,7415,chicago,2019,7393,-22,7.36
Kenneth Desisa #0236,M,tokyo,2019,7415,nyc,2019,7437,22,8.05
Kenneth Desisa #0236,M,boston,2019,7415,london,2019,7561,146,0.43
Kenneth Desisa #0236,M,boston,2019,7415,berlin,2019,7531,116,5.49
Kenneth Desisa #0236,M,boston,2019,7415,chicago,2019,7393,-22,5.95
Kenneth Desisa #0236,M,boston,2019,7415,nyc,2019,7437,22,6.64
Kenneth Desisa #0236,M,london,2019,7561,berlin,2019,7531,-30,5.06
Kenneth Desisa #0236,M,london,2019,7561,chicago,2019,7393,-168,5.52
Kenneth Desisa #0236,M,london,2019,7561,nyc,2019,7437,-124,6.21
Kenneth Desisa #0236,M,berlin,2019,7531,chicago,2019,7393,-138,0.46
Kenneth Desisa #0236,M,berlin,2019,7531,nyc,2019,7437,-94,1.15
Kenneth Desisa #0236,M,chicago,2019,7393,nyc,2019,7437,44,0.69
Kenneth Desisa #0236,M,berlin,2021,7486,london,2021,7577,91,0.23
Kenneth Desisa #0236,M,berlin,2021,7486,chicago,2021,7601,115,0.46
Kenneth Desisa #0236,M,berlin,2021,7486,boston,2021,7631,145,0.49
Kenneth Desisa #0236,M,berlin,2021,7486,tokyo,2021,7740,254,0.69
Kenneth Desisa #0236,M,berlin,2021,7486,nyc,2021,7485,-1,1.38
Kenneth Desisa #0236,M,berlin,2021,7486,tokyo,2022,7395,-91,5.29
Kenneth Desisa #0236,M,berlin,2021,7486,boston,2022,7536,50,6.7
Kenneth Desisa #0236,M,berlin,2021,7486,london,2022,7577,91,12.19
Kenneth Desisa #0236,M,berlin,2021,7486,nyc,2022,7639,153,13.34
Kenneth Desisa #0236,M,berlin,2021,7486,tokyo,2023,7386,-100,17.25
Kenneth Desisa #0236,M,london,2021,7577,chicago,2021,7601,24,0.23
Kenneth Desisa #0236,M,london,2021,7577,boston,2021,7631,54,0.26
Kenneth Desisa #0236,M,london,2021,7577,tokyo,2021,7740,163,0.46
Kenneth Desisa #0236,M,london,2021,7577,nyc,2021,7485,-92,1.15
Kenneth Desisa #0236,M,london,2021,7577,tokyo,2022,7395,-182,5.06
Kenneth Desisa #0236,M,london,2021,7577,boston,2022,7536,-41,6.47
Kenneth Desisa #0236,M,london,2021,7577,berlin,2022,7499,-78,11.73
Kenneth Desisa #0236,M,london,2021,7577,nyc,2022,7639,62,13.11
Kenneth Desisa #0236,M,london,2021,7577,tokyo,2023,7386,-191,17.02
Kenneth Desisa #0236,M,chicago,2021,7601,boston,2021,7631,30,0.03
Kenneth Desisa #0236,M,chicago,2021,7601,tokyo,2021,7740,139,0.23
Kenneth Desisa #0236,M,chicago,2021,7601,nyc,2021,7485,-116,0.92
Kenneth Desisa #0236,M,chicago,2021,7601,tokyo,2022,7395,-206,4.83
Kenneth Desisa #0236,M,chicago,2021,7601,boston,2022,7536,-65,6.24
Kenneth Desisa #0236,M,chicago,2021,7601,berlin,2022,7499,-102,11.5
Kenneth Desisa #0236,M,chicago,2021,7601,london,2022,7577,-24,11.73
Kenneth Desisa #0236,M,chicago,2021,7601,nyc,2022,7639,38,12.88
Kenneth Desisa #0236,M,chicago,2021,7601,tokyo,2023,7386,-215,16.79
Kenneth Desisa #0236,M,boston,2021,7631,tokyo,2021,7740,109,0.2
Kenneth Desisa #0236,M,boston,2021,7631,nyc,2021,7485,-146,0.89
Kenneth Desisa #0236,M,boston,2021,7631,tokyo,2022,7395,-236,4.8
Kenneth Desisa #0236,M,boston,2021,7631,berlin,2022,7499,-132,11.47
Kenneth Desisa #0236,M,boston,2021,7631,london,2022,7577,-54,11.7
Kenneth Desisa #0236,M,boston,2021,7631,nyc,2022,7639,8,12.84
Kenneth Desisa #0236,M,boston,2021,7631,tokyo,2023,7386,-245,16.75
Kenneth Desisa #0236,M,tokyo,2021,7740,nyc,2021,7485,-255,0.69
Kenneth Desisa #0236,M,tokyo,2021,7740,boston,2022,7536,-204,6.01
Kenneth Desisa #0236,M,tokyo,2021,7740,berlin,2022,7499,-241,11.27
Kenneth Desisa #0236,M,tokyo,2021,7740,london,2022,7577,-163,11.5
Kenneth Desisa #0236,M,tokyo,2021,7740,nyc,2022,7639,-101,12.65
Kenneth Desisa #0236,M,tokyo,2021,7740,boston,2023,7633,-107,17.97
Kenneth Desisa #0236,M,nyc,2021,7485,tokyo,2022,7395,-90,3.91
Kenneth Desisa #0236,M,nyc,2021,7485,boston,2022,7536,51,5.32
Kenneth Desisa #0236,M,nyc,2021,7485,berlin,2022,7499,14,10.58
Kenneth Desisa #0236,M,nyc,2021,7485,london,2022,7577,92,10.81
Kenneth Desisa #0236,M,nyc,2021,7485,tokyo,2023,7386,-99,15.87
Kenneth Desisa #0236,M,nyc,2021,7485,boston,2023,7633,148,17.28
Kenneth Desisa #0236,M,nyc,2021,7485,london,2023,7474,-11,17.48
Kenneth Desisa #0236,M,tokyo,2022,7395,boston,2022,7536,141,1.41
Kenneth Desisa #0236,M,tokyo,2022,7395,berlin,2022,7499,104,6.67
Kenneth Desisa #0236,M,tokyo,2022,7395,london,2022,7577,182,6.9
Kenneth Desisa #0236,M,tokyo,2022,7395,nyc,2022,7639,244,8.05
Kenneth Desisa #0236,M,tokyo,2022,7395,boston,2023,7633,238,13.37
Kenneth Desisa #0236,M,tokyo,2022,7395,london,2023,7474,79,13.57
Kenneth Desisa #0236,M,boston,2022,7536,berlin,2022,7499,-37,5.26
Kenneth Desisa #0236,M,boston,2022,7536,london,2022,7577,41,5.49
Kenneth Desisa #0236,M,boston,2022,7536,nyc,2022,7639,103,6.64
Kenneth Desisa #0236,M,boston,2022,7536,tokyo,2023,7386,-150,10.55
Kenneth Desisa #0236,M,boston,2022,7536,london,2023,7474,-62,12.16
Kenneth Desisa #0236,M,boston,2022,7536,berlin,2023,7658,122,17.21
Kenneth Desisa #0236,M,boston,2022,7536,chicago,2023,7413,-123,17.67
Kenneth Desisa #0236,M,berlin,2022,7499,london,2022,7577,78,0.23
Kenneth Desisa #0236,M,berlin,2022,7499,nyc,2022,7639,140,1.38
Kenneth Desisa #0236,M,berlin,2022,7499,tokyo,2023,7386,-113,5.29
Kenneth Desisa #0236,M,berlin,2022,7499,boston,2023,7633,134,6.7
Kenneth Desisa #0236,M,berlin,2022,7499,london,2023,7474,-25,6.9
Kenneth Desisa #0236,M,berlin,2022,7499,chicago,2023,7413,-86,12.42
Kenneth Desisa #0236,M,berlin,2022,7499,nyc,2023,7645,146,13.34
Kenneth Desisa #0236,M,london,2022,7577,nyc,2022,7639,62,1.15
Kenneth Desisa #0236,M,london,2022,7577,tokyo,2023,7386,-191,5.06
Kenneth Desisa #0236,M,london,2022,7577,boston,2023,7633,56,6.47
Kenneth Desisa #0236,M,london,2022,7577,berlin,2023,7658,81,11.73
Kenneth Desisa #0236,M,london,2022,7577,chicago,2023,7413,-164,12.19
Kenneth Desisa #0236,M,london,2022,7577,nyc,2023,7645,68,13.11
Kenneth Desisa #0236,M,nyc,2022,7639,tokyo,2023,7386,-253,3.91
Kenneth Desisa #0236,M,nyc,2022,7639,boston,2023,7633,-6,5.32
Kenneth Desisa #0236,M,nyc,2022,7639,london,2023,7474,-165,5.52
Kenneth Desisa #0236,M,nyc,2022,7639,berlin,2023,7658,19,10.58
Kenneth Desisa #0236,M,nyc,2022,7639,chicago,2023,7413,-226,11.04
Kenneth Desisa #0236,M,nyc,2022,7639,boston,2024,7537,-102,17.28
Kenneth Desisa #0236,M,nyc,2022,7639,london,2024,7514,-125,17.48
Kenneth Desisa #0236,M,tokyo,2023,7386,boston,2023,7633,247,1.41
Kenneth Desisa #0236,M,tokyo,2023,7386,london,2023,7474,88,1.61
Kenneth Desisa #0236,M,tokyo,2023,7386,berlin,2023,7658,272,6.67
Kenneth Desisa #0236,M,tokyo,2023,7386,chicago,2023,7413,27,7.13
Kenneth Desisa #0236,M,tokyo,2023,7386,nyc,2023,7645,259,8.05
Kenneth Desisa #0236,M,tokyo,2023,7386,boston,2024,7537,151,13.37
Kenneth Desisa #0236,M,tokyo,2023,7386,london,2024,7514,128,13.57
Kenneth Desisa #0236,M,boston,2023,7633,london,2023,7474,-159,0.2
Kenneth Desisa #0236,M,boston,2023,7633,berlin,2023,7658,25,5.26
Kenneth Desisa #0236,M,boston,2023,7633,chicago,2023,7413,-220,5.72
Kenneth Desisa #0236,M,boston,2023,7633,nyc,2023,7645,12,6.64
Kenneth Desisa #0236,M,boston,2023,7633,london,2024,7514,-119,12.16
Kenneth Desisa #0236,M,boston,2023,7633,berlin,2024,7584,-49,17.44
Kenneth Desisa #0236,M,boston,2023,7633,chicago,2024,7478,-155,17.9
Kenneth Desisa #0236,M,london,2023,7474,berlin,2023,7658,184,5.06
Kenneth Desisa #0236,M,london,2023,7474,chicago,2023,7413,-61,5.52
Kenneth Desisa #0236,M,london,2023,7474,nyc,2023,7645,171,6.44
Kenneth Desisa #0236,M,london,2023,7474,boston,2024,7537,63,11.76
Kenneth Desisa #0236,M,london,2023,7474,berlin,2024,7584,110,17.25
Kenneth Desisa #0236,M,london,2023,7474,chicago,2024,7478,4,17.71
Kenneth Desisa #0236,M,berlin,2023,7658,chicago,2023,7413,-245,0.46
Kenneth Desisa #0236,M,berlin,2023,7658,nyc,2023,7645,-13,1.38
Kenneth Desisa #0236,M,berlin,2023,7658,boston,2024,7537,-121,6.7
Kenneth Desisa #0236,M,berlin,2023,7658,london,2024,7514,-144,6.9
Kenneth Desisa #0236,M,berlin,2023,7658,chicago,2024,7478,-180,12.65
Kenneth Desisa #0236,M,berlin,2023,7658,nyc,2024,7511,-147,13.34
Kenneth Desisa #0236,M,chicago,2023,7413,nyc,2023,7645,232,0.92
Kenneth Desisa #0236,M,chicago,2023,7413,boston,2024,7537,124,6.24
Kenneth Desisa #0236,M,chicago,2023,7413,london,2024,7514,101,6.44
Kenneth Desisa #0236,M,chicago,2023,7413,berlin,2024,7584,171,11.73
Kenneth Desisa #0236,M,chicago,2023,7413,nyc,2024,7511,98,12.88
Kenneth Desisa #0236,M,nyc,2023,7645,boston,2024,7537,-108,5.32
Kenneth Desisa #0236,M,nyc,2023,7645,london,2024,7514,-131,5.52
Kenneth Desisa #0236,M,nyc,2023,7645,berlin,2024,7584,-61,10.81
Kenneth Desisa #0236,M,nyc,2023,7645,chicago,2024,7478,-167,11.27
Kenneth Desisa #0236,M,boston,2024,7537,london,2024,7514,-23,0.2
Kenneth Desisa #0236,M,boston,2024,7537,berlin,2024,7584,47,5.49
Kenneth Desisa #0236,M,boston,2024,7537,chicago,2024,7478,-59,5.95
Kenneth Desisa #0236,M,boston,2024,7537,nyc,2024,7511,-26,6.64
Kenneth Desisa #0236,M,london,2024,7514,berlin,2024,7584,70,5.29
Kenneth Desisa #0236,M,london,2024,7514,chicago,2024,7478,-36,5.75
Kenneth Desisa #0236,M,london,2024,7514,nyc,2024,7511,-3,6.44
Kenneth Desisa #0236,M,berlin,2024,7584,chicago,2024,7478,-106,0.46
Kenneth Desisa #0236,M,berlin,2024,7584,nyc,2024,7511,-73,1.15
Kenneth Desisa #0236,M,chicago,2024,7478,nyc,2024,7511,33,0.69
Kenneth Kipsang #0037,M,tokyo,2015,7415,london,2015,7564,149,2.07
Kenneth Kipsang #0037,M,tokyo,2015,7415,berlin,2015,7596,181,7.13
Kenneth Kipsang #0037,M,tokyo,2015,7415,chicago,2015,7474,59,7.59
Kenneth Kipsang #0037,M,tokyo,2015,7415,boston,2016,7854,439,13.83
Kenneth Kipsang #0037,M,london,2015,7564,berlin,2015,7596,32,5.06
Kenneth Kipsang #0037,M,london,2015,7564,chicago,2015,7474,-90,5.52
Kenneth Kipsang #0037,M,london,2015,7564,boston,2016,7854,290,11.76
Kenneth Kipsang #0037,M,london,2015,7564,chicago,2016,7642,78,17.48
Kenneth Kipsang #0037,M,berlin,2015,7596,chicago,2015,7474,-122,0.46
Kenneth Kipsang #0037,M,berlin,2015,7596,boston,2016,7854,258,6.7
Kenneth Kipsang #0037,M,berlin,2015,7596,chicago,2016,7642,46,12.42
Kenneth Kipsang #0037,M,berlin,2015,7596,nyc,2016,7656,60,13.34
Kenneth Kipsang #0037,M,berlin,2015,7596,tokyo,2017,7446,-150,17.02
Kenneth Kipsang #0037,M,chicago,2015,7474,boston,2016,7854,380,6.24
Kenneth Kipsang #0037,M,chicago,2015,7474,nyc,2016,7656,182,12.88
Kenneth Kipsang #0037,M,chicago,2015,7474,tokyo,2017,7446,-28,16.56
Kenneth Kipsang #0037,M,boston,2016,7854,chicago,2016,7642,-212,5.72
Kenneth Kipsang #0037,M,boston,2016,7854,nyc,2016,7656,-198,6.64
Kenneth Kipsang #0037,M,boston,2016,7854,tokyo,2017,7446,-408,10.32
Kenneth Kipsang #0037,M,boston,2016,7854,london,2017,7507,-347,12.16
Kenneth Kipsang #0037,M,boston,2016,7854,chicago,2017,7710,-144,17.67
Kenneth Kipsang #0037,M,chicago,2016,7642,nyc,2016,7656,14,0.92
Kenneth Kipsang #0037,M,chicago,2016,7642,tokyo,2017,7446,-196,4.6
Kenneth Kipsang #0037,M,chicago,2016,7642,london,2017,7507,-135,6.44
Kenneth Kipsang #0037,M,chicago,2016,7642,tokyo,2018,7541,-101,16.56
Kenneth Kipsang #0037,M,nyc,2016,7656,tokyo,2017,7446,-210,3.68
Kenneth Kipsang #0037,M,nyc,2016,7656,london,2017,7507,-149,5.52
Kenneth Kipsang #0037,M,nyc,2016,7656,chicago,2017,7710,54,11.04
Kenneth Kipsang #0037,M,nyc,2016,7656,tokyo,2018,7541,-115,15.64
Kenneth Kipsang #0037,M,nyc,2016,7656,london,2018,7916,260,17.48
Kenneth Kipsang #0037,M,tokyo,2017,7446,london,2017,7507,61,1.84
Kenneth Kipsang #0037,M,tokyo,2017,7446,chicago,2017,7710,264,7.36
Kenneth Kipsang #0037,M,tokyo,2017,7446,london,2018,7916,470,13.8
Kenneth Kipsang #0037,M,london,2017,7507,chicago,2017,7710,203,5.52
Kenneth Kipsang #0037,M,london,2017,7507,tokyo,2018,7541,34,10.12
Kenneth Kipsang #0037,M,london,2017,7507,berlin,2018,7703,196,16.79
Kenneth Kipsang #0037,M,chicago,2017,7710,tokyo,2018,7541,-169,4.6
Kenneth Kipsang #0037,M,chicago,2017,7710,london,2018,7916,206,6.44
Kenneth Kipsang #0037,M,chicago,2017,7710,berlin,2018,7703,-7,11.27
Kenneth Kipsang #0037,M,chicago,2017,7710,nyc,2018,7547,-163,12.88
Kenneth Kipsang #0037,M,tokyo,2018,7541,london,2018,7916,375,1.84
Kenneth Kipsang #0037,M,tokyo,2018,7541,berlin,2018,7703,162,6.67
Kenneth Kipsang #0037,M,tokyo,2018,7541,nyc,2018,7547,6,8.28
Kenneth Kipsang #0037,M,tokyo,2018,7541,boston,2019,7551,10,13.6
Kenneth Kipsang #0037,M,tokyo,2018,7541,london,2019,7737,196,14.03
Kenneth Kipsang #0037,M,london,2018,7916,berlin,2018,7703,-213,4.83
Kenneth Kipsang #0037,M,london,2018,7916,nyc,2018,7547,-369,6.44
Kenneth Kipsang #0037,M,london,2018,7916,boston,2019,7551,-365,11.76
Kenneth Kipsang #0037,M,london,2018,7916,chicago,2019,7649,-267,17.71
Kenneth Kipsang #0037,M,berlin,2018,7703,nyc,2018,7547,-156,1.61
Kenneth Kipsang #0037,M,berlin,2018,7703,boston,2019,7551,-152,6.93
Kenneth Kipsang #0037,M,berlin,2018,7703,london,2019,7737,34,7.36
Kenneth Kipsang #0037,M,berlin,2018,7703,chicago,2019,7649,-54,12.88
Kenneth Kipsang #0037,M,nyc,2018,7547,boston,2019,7551,4,5.32
Kenneth Kipsang #0037,M,nyc,2018,7547,london,2019,7737,190,5.75
Kenneth Kipsang #0037,M,nyc,2018,7547,chicago,2019,7649,102,11.27
Kenneth Kipsang #0037,M,boston,2019,7551,london,2019,7737,186,0.43
Kenneth Kipsang #0037,M,boston,2019,7551,chicago,2019,7649,98,5.95
Kenneth Kipsang #0037,M,london,2019,7737,chicago,2019,7649,-88,5.52
Kenneth Kipsang #0037,M,chicago,2021,7531,nyc,2021,7561,30,0.92
Kenneth Kipsang #0037,M,chicago,2021,7531,boston,2022,7677,146,6.24
Kenneth Kipsang #0037,M,chicago,2021,7531,berlin,2022,7620,89,11.5
Kenneth Kipsang #0037,M,nyc,2021,7561,boston,2022,7677,116,5.32
Kenneth Kipsang #0037,M,nyc,2021,7561,berlin,2022,7620,59,10.58
Kenneth Kipsang #0037,M,nyc,2021,7561,chicago,2022,7684,123,11.04
Kenneth Kipsang #0037,M,nyc,2021,7561,boston,2023,7722,161,17.28
Kenneth Kipsang #0037,M,nyc,2021,7561,london,2023,7563,2,17.48
Kenneth Kipsang #0037,M,boston,2022,7677,berlin,2022,7620,-57,5.26
Kenneth Kipsang #0037,M,boston,2022,7677,chicago,2022,7684,7,5.72
Kenneth Kipsang #0037,M,boston,2022,7677,london,2023,7563,-114,12.16
Kenneth Kipsang #0037,M,boston,2022,7677,berlin,2023,7621,-56,17.21
Kenneth Kipsang #0037,M,berlin,2022,7620,chicago,2022,7684,64,0.46
Kenneth Kipsang #0037,M,berlin,2022,7620,boston,2023,7722,102,6.7
Kenneth Kipsang #0037,M,berlin,2022,7620,london,2023,7563,-57,6.9
