athlete_name,country,gender,course,year,date,place,finish_time_seconds
Kelvin Levins #0005,MAR,M,london,2017,2017-04-23,98,7633
Galen Lopes #0145,KEN,M,london,2017,2017-04-23,99,7633
Lelisa Desisa #0158,NED,M,london,2017,2017-04-23,100,7633
Mary Gidey #0390,BHR,W,london,2017,2017-04-23,1,7852
Molly Sisson #0090,KEN,W,london,2017,2017-04-23,2,7880
Tirunesh Chepkirui #0193,ROU,W,london,2017,2017-04-23,3,7885
Lonnie Reichmann #0310,PRK,W,london,2017,2017-04-23,4,7911
Peres Sisson #0398,ESP,W,london,2017,2017-04-23,5,7920
Emily Sisson #0187,CAN,W,london,2017,2017-04-23,6,7944
Yalemzerf Dereje #0180,GBR,W,london,2017,2017-04-23,7,7952
Lonah Ndereba #0029,USA,W,london,2017,2017-04-23,8,7957
Emily Salpeter #0159,ESP,W,london,2017,2017-04-23,9,7967
Worknesh Keitany #0316,ISR,W,london,2017,2017-04-23,10,7977
Tigist Dibaba #0188,USA,W,london,2017,2017-04-23,11,7977
Vivian Gemechu #0121,GBR,W,london,2017,2017-04-23,12,7980
Emily Seidel #0041,ETH,W,london,2017,2017-04-23,13,7983
Brigid Tuliamuk #0325,BHR,W,london,2017,2017-04-23,14,7986
Roza Hassan #0067,IRL,W,london,2017,2017-04-23,15,7994
Keira Salpeter #0322,GER,W,london,2017,2017-04-23,16,7995
Tigist Gidey #0158,ESP,W,london,2017,2017-04-23,17,7999
Keira Reichmann #0379,NED,W,london,2017,2017-04-23,18,8010
Hellen Kosgei #0383,CHN,W,london,2017,2017-04-23,19,8011
Lonnie DAmato #0269,CAN,W,london,2017,2017-04-23,20,8017
Sifan Yehualaw #0102,ETH,W,london,2017,2017-04-23,21,8019
Almaz Gidey #0222,GBR,W,london,2017,2017-04-23,22,8023
Emily Jepchirchir #0283,ITA,W,london,2017,2017-04-23,23,8025
Emily Reichmann #0100,PRK,W,london,2017,2017-04-23,24,8025
Sara Asefa #0348,ITA,W,london,2017,2017-04-23,25,8026
Joyciline Hassan #0147,BHR,W,london,2017,2017-04-23,26,8031
Aliphine Hassan #0313,KEN,W,london,2017,2017-04-23,27,8032
Vivian Kosgei #0123,ITA,W,london,2017,2017-04-23,28,8036
Molly Kiplagat #0192,RUS,W,london,2017,2017-04-23,29,8039
Tigist Yehualaw #0232,KEN,W,london,2017,2017-04-23,30,8039
Sifan Gidey #0347,CHN,W,london,2017,2017-04-23,31,8043
Worknesh Seidel #0091,PRK,W,london,2017,2017-04-23,32,8045
Lilian Jepkosgei #0128,ISR,W,london,2017,2017-04-23,33,8046
Tigist Seidel #0264,IRL,W,london,2017,2017-04-23,34,8048
Eunice Obiri #0081,GER,W,london,2017,2017-04-23,35,8055
Vivian Jepchirchir #0175,AUS,W,london,2017,2017-04-23,36,8055
Brigid Hall #0129,POL,W,london,2017,2017-04-23,37,8055
Almaz Gemechu #0280,PRK,W,london,2017,2017-04-23,38,8056
Eunice Chepkirui #0043,ROU,W,london,2017,2017-04-23,39,8061
Catherine Yehualaw #0178,PRK,W,london,2017,2017-04-23,40,8061
Mary Cheruiyot #0071,NED,W,london,2017,2017-04-23,41,8066
Yalemzerf Hassan #0182,NED,W,london,2017,2017-04-23,42,8077
Emily Gemechu #0197,CHN,W,london,2017,2017-04-23,43,8082
Keira Asefa #0224,CHN,W,london,2017,2017-04-23,44,8083
Emily Kiplagat #0276,GER,W,london,2017,2017-04-23,45,8083
Catherine Dereje #0231,POL,W,london,2017,2017-04-23,46,8086
Peres Sisson #0234,ITA,W,london,2017,2017-04-23,47,8090
Sutume Hall #0318,CHN,W,london,2017,2017-04-23,48,8091
Emily Hassan #0387,JPN,W,london,2017,2017-04-23,49,8094
Molly Kiplagat #0233,ROU,W,london,2017,2017-04-23,50,8099
Keira Degefa #0104,JPN,W,london,2017,2017-04-23,51,8104
Tirunesh Gemechu #0272,AUS,W,london,2017,2017-04-23,52,8106
Vivian Sisson #0291,POL,W,london,2017,2017-04-23,53,8107
Hiwot Frey #0266,RUS,W,london,2017,2017-04-23,54,8113
Almaz Keitany #0248,PRK,W,london,2017,2017-04-23,55,8116
Letesenbet Kiplagat #0134,NED,W,london,2017,2017-04-23,56,8120
Joyciline Asefa #0199,IRL,W,london,2017,2017-04-23,57,8122
Peres Hassan #0027,ISR,W,london,2017,2017-04-23,58,8122
Lonah Obiri #0202,CHN,W,london,2017,2017-04-23,59,8126
Aliphine DAmato #0327,BHR,W,london,2017,2017-04-23,60,8126
Aliphine Dereje #0088,ETH,W,london,2017,2017-04-23,61,8127
Sutume Gidey #0185,PRK,W,london,2017,2017-04-23,62,8135
Tigist Hall #0003,ESP,W,london,2017,2017-04-23,63,8137
Eunice Ayana #0217,ITA,W,london,2017,2017-04-23,64,8139
Joyciline Jepchirchir #0298,CZE,W,london,2017,2017-04-23,65,8141
Sara Cheruiyot #0249,GBR,W,london,2017,2017-04-23,66,8144
Molly Jepkosgei #0321,ITA,W,london,2017,2017-04-23,67,8144
Sara Seidel #0374,CAN,W,london,2017,2017-04-23,68,8146
Vivian Yehualaw #0241,CHN,W,london,2017,2017-04-23,69,8148
Tirunesh Hassan #0223,CZE,W,london,2017,2017-04-23,70,8148
Florence Asefa #0155,USA,W,london,2017,2017-04-23,71,8152
Keira Ayana #0391,KEN,W,london,2017,2017-04-23,72,8153
Worknesh Assefa #0244,ROU,W,london,2017,2017-04-23,73,8155
Brigid Jepchirchir #0337,ITA,W,london,2017,2017-04-23,74,8156
Tirunesh Ayana #0293,AUS,W,london,2017,2017-04-23,75,8156
Tirunesh Diver #0144,ETH,W,london,2017,2017-04-23,76,8157
Lilian Yehualaw #0103,PRK,W,london,2017,2017-04-23,77,8157
Yalemzerf Diver #0030,CZE,W,london,2017,2017-04-23,78,8158
Roza Ndereba #0307,NED,W,london,2017,2017-04-23,79,8158
Hellen Hassan #0237,CAN,W,london,2017,2017-04-23,80,8158
Worknesh Diver #0061,GBR,W,london,2017,2017-04-23,81,8171
Sinead Frey #0364,AUS,W,london,2017,2017-04-23,82,8174
Peres Jepkosgei #0296,GER,W,london,2017,2017-04-23,83,8174
Roza DAmato #0140,JPN,W,london,2017,2017-04-23,84,8182
Peres Sisson #0303,AUS,W,london,2017,2017-04-23,85,8183
Brigid Obiri #0213,PRK,W,london,2017,2017-04-23,86,8184
Mary Ndereba #0107,RUS,W,london,2017,2017-04-23,87,8185
Lonah Hall #0369,CZE,W,london,2017,2017-04-23,88,8188
Sutume Frey #0216,JPN,W,london,2017,2017-04-23,89,8189
Sifan Jepkosgei #0111,BHR,W,london,2017,2017-04-23,90,8192
Lilian Yehualaw #0049,RUS,W,london,2017,2017-04-23,91,8194
Tigist Salpeter #0323,CHN,W,london,2017,2017-04-23,92,8194
Almaz Kiplagat #0399,KEN,W,london,2017,2017-04-23,93,8195
Almaz Kiplagat #0309,BHR,W,london,2017,2017-04-23,94,8197
Sutume Obiri #0089,CAN,W,london,2017,2017-04-23,95,8204
Molly Ndereba #0054,GER,W,london,2017,2017-04-23,96,8205
Lonnie Ndereba #0018,ROU,W,london,2017,2017-04-23,97,8208
Sifan Chepngetich #0344,ROU,W,london,2017,2017-04-23,98,8209
Vivian Obiri #0079,GER,W,london,2017,2017-04-23,99,8210
Ruth Ndereba #0045,CHN,W,london,2017,2017-04-23,100,8211
Mosinet Moen #0161,AUS,M,london,2018,2018-04-22,1,7719
Mosinet Cherono #0358,KEN,M,london,2018,2018-04-22,2,7726
Jared Rupp #0070,GER,M,london,2018,2018-04-22,3,7732
Geoffrey Farah #0246,GER,M,london,2018,2018-04-22,4,7735
Yuki Levins #0142,JPN,M,london,2018,2018-04-22,5,7755
Ayele Robinson #0242,JPN,M,london,2018,2018-04-22,6,7755
Kenneth Sambu #0293,GER,M,london,2018,2018-04-22,7,7762
Eliud Mutai #0096,JPN,M,london,2018,2018-04-22,8,7779
Hiroto Abdi #0188,KEN,M,london,2018,2018-04-22,9,7783
Jared Cherop #0032,CAN,M,london,2018,2018-04-22,10,7788
Scott Cherono #0340,ERI,M,london,2018,2018-04-22,11,7788
Lemi Hassan #0301,ETH,M,london,2018,2018-04-22,12,7806
Sisay Tola #0335,AUS,M,london,2018,2018-04-22,13,7818
Cam Levins #0377,GER,M,london,2018,2018-04-22,14,7828
Sisay Kiptum #0067,GER,M,london,2018,2018-04-22,15,7835
Galen Lemma #0087,ETH,M,london,2018,2018-04-22,16,7852
Ayele Cherono #0281,NED,M,london,2018,2018-04-22,17,7854
Wilson Hailu #0259,ERI,M,london,2018,2018-04-22,18,7857
Kenneth Desisa #0236,ETH,M,london,2018,2018-04-22,19,7857
Lelisa Lemma #0060,CAN,M,london,2018,2018-04-22,20,7859
Cam Kipchoge #0234,UGA,M,london,2018,2018-04-22,21,7871
Mo Kipsang #0072,CAN,M,london,2018,2018-04-22,22,7875
Galen Fauble #0390,ESP,M,london,2018,2018-04-22,23,7879
Eliud Kipchoge #0004,UGA,M,london,2018,2018-04-22,24,7879
Mosinet Sambu #0389,ETH,M,london,2018,2018-04-22,25,7879
Galen Levins #0305,GER,M,london,2018,2018-04-22,26,7882
Suguru Hailu #0194,MAR,M,london,2018,2018-04-22,27,7887
Conner Moen #0128,ITA,M,london,2018,2018-04-22,28,7888
Suguru Moen #0095,NOR,M,london,2018,2018-04-22,29,7890
Lawrence Kiptum #0204,BLR,M,london,2018,2018-04-22,30,7891
Kibrom Tola #0187,AUS,M,london,2018,2018-04-22,31,7892
Birhanu Moen #0120,CAN,M,london,2018,2018-04-22,32,7900
Cam Adero #0009,BLR,M,london,2018,2018-04-22,33,7909
Conner Bett #0240,NOR,M,london,2018,2018-04-22,34,7913
Kenneth Kipsang #0037,ERI,M,london,2018,2018-04-22,35,7916
Hiroto Hassan #0021,ETH,M,london,2018,2018-04-22,36,7922
Wilson Abdi #0211,GBR,M,london,2018,2018-04-22,37,7923
Tamirat Robinson #0084,ITA,M,london,2018,2018-04-22,38,7924
Carlos Moen #0317,TZA,M,london,2018,2018-04-22,39,7926
Hiroto Rotich #0245,BHR,M,london,2018,2018-04-22,40,7928
Lemi Stanley #0076,ERI,M,london,2018,2018-04-22,41,7930
Bashir Farah #0134,KEN,M,london,2018,2018-04-22,42,7930
Lelisa Lemma #0357,TZA,M,london,2018,2018-04-22,43,7931
Lelisa Hailu #0052,USA,M,london,2018,2018-04-22,44,7935
Lemi Kiptum #0212,FRA,M,london,2018,2018-04-22,45,7938
Carlos Cherop #0298,NED,M,london,2018,2018-04-22,46,7940
Wilson Geremew #0135,KEN,M,london,2018,2018-04-22,47,7940
Mohamed Hassan #0284,NED,M,london,2018,2018-04-22,48,7940
Lelisa Desisa #0243,BLR,M,london,2018,2018-04-22,49,7940
Yuki Hassan #0277,GBR,M,london,2018,2018-04-22,50,7941
Birhanu Desisa #0091,BLR,M,london,2018,2018-04-22,51,7943
Yuki Levins #0363,NED,M,london,2018,2018-04-22,52,7949
Mohamed Lopes #0055,CAN,M,london,2018,2018-04-22,53,7949
Scott Robinson #0229,GER,M,london,2018,2018-04-22,54,7952
Lemi Robinson #0160,BLR,M,london,2018,2018-04-22,55,7955
Tamirat Sambu #0348,GER,M,london,2018,2018-04-22,56,7961
Lelisa Abdi #0326,BRA,M,london,2018,2018-04-22,57,7964
Galen Bekele #0173,BLR,M,london,2018,2018-04-22,58,7966
Mo Robinson #0238,NOR,M,london,2018,2018-04-22,59,7966
Mohamed Kipsang #0364,GBR,M,london,2018,2018-04-22,60,7967
Hiroto Adero #0332,GBR,M,london,2018,2018-04-22,61,7967
Tamirat Legese #0093,JPN,M,london,2018,2018-04-22,62,7967
Brett Hassan #0058,GER,M,london,2018,2018-04-22,63,7967
Stephen Mutai #0127,ERI,M,london,2018,2018-04-22,64,7968
Hiroto Bett #0276,UGA,M,london,2018,2018-04-22,65,7971
Ayele Lemma #0214,NOR,M,london,2018,2018-04-22,66,7972
Mohamed Cherop #0109,NOR,M,london,2018,2018-04-22,67,7975
Kibrom Kipchoge #0345,ESP,M,london,2018,2018-04-22,68,7981
Kelvin Rotich #0151,TZA,M,london,2018,2018-04-22,69,7982
Mohamed Rupp #0253,KEN,M,london,2018,2018-04-22,70,7983
Galen Levins #0150,GBR,M,london,2018,2018-04-22,71,7985
Eliud Rotich #0263,KEN,M,london,2018,2018-04-22,72,7986
Lawrence Levins #0017,GER,M,london,2018,2018-04-22,73,7986
Mosinet Kiptum #0206,ETH,M,london,2018,2018-04-22,74,7986
Wilson Bett #0152,TZA,M,london,2018,2018-04-22,75,7988
Mohamed Korir #0399,UGA,M,london,2018,2018-04-22,76,7989
Lelisa Desisa #0158,NED,M,london,2018,2018-04-22,77,7990
Scott Robinson #0195,NOR,M,london,2018,2018-04-22,78,7992
Galen Lopes #0145,KEN,M,london,2018,2018-04-22,79,7996
Sondre Cherono #0254,BRA,M,london,2018,2018-04-22,80,8002
Lelisa Cherop #0207,ETH,M,london,2018,2018-04-22,81,8005
Hiroto Rupp #0113,UGA,M,london,2018,2018-04-22,82,8005
Lelisa Tola #0223,USA,M,london,2018,2018-04-22,83,8006
Geoffrey Bekele #0366,ITA,M,london,2018,2018-04-22,84,8010
Lawrence Desisa #0071,MAR,M,london,2018,2018-04-22,85,8011
Tamirat Bekele #0174,USA,M,london,2018,2018-04-22,86,8011
Scott Abdi #0129,AUS,M,london,2018,2018-04-22,87,8011
Birhanu Bekele #0094,BHR,M,london,2018,2018-04-22,88,8013
Galen Hassan #0106,NED,M,london,2018,2018-04-22,89,8013
Kelvin Levins #0005,MAR,M,london,2018,2018-04-22,90,8014
Carlos Korir #0031,USA,M,london,2018,2018-04-22,91,8016
Lelisa Desisa #0328,ERI,M,london,2018,2018-04-22,92,8020
Eliud Geremew #0239,FRA,M,london,2018,2018-04-22,93,8021
Mosinet Lemma #0329,ESP,M,london,2018,2018-04-22,94,8021
Kibrom Cherop #0319,FRA,M,london,2018,2018-04-22,95,8024
Kibrom Cherop #0172,ETH,M,london,2018,2018-04-22,96,8026
Kibrom Ward #0156,BRA,M,london,2018,2018-04-22,97,8028
Brett Fauble #0153,KEN,M,london,2018,2018-04-22,98,8031
Lemi Kandie #0100,MAR,M,london,2018,2018-04-22,99,8033
Sisay Bekele #0104,CAN,M,london,2018,2018-04-22,100,8036
Peres Sisson #0234,ITA,W,london,2018,2018-04-22,1,8318
Emily Hassan #0387,JPN,W,london,2018,2018-04-22,2,8335
Lonah Cheruiyot #0299,PRK,W,london,2018,2018-04-22,3,8343
Molly Sisson #0090,KEN,W,london,2018,2018-04-22,4,8368
Emily Salpeter #0159,ESP,W,london,2018,2018-04-22,5,8384
Emily Seidel #0041,ETH,W,london,2018,2018-04-22,6,8388
Mary Gidey #0390,BHR,W,london,2018,2018-04-22,7,8398
Tigist Dibaba #0188,USA,W,london,2018,2018-04-22,8,8407
Molly Kiplagat #0233,ROU,W,london,2018,2018-04-22,9,8423
Florence Chepkirui #0146,JPN,W,london,2018,2018-04-22,10,8430
Keira Frey #0176,AUS,W,london,2018,2018-04-22,11,8430
Peres Sisson #0398,ESP,W,london,2018,2018-04-22,12,8433
Almaz Keitany #0248,PRK,W,london,2018,2018-04-22,13,8434
Lonnie DAmato #0269,CAN,W,london,2018,2018-04-22,14,8457
Molly Kiplagat #0192,RUS,W,london,2018,2018-04-22,15,8460
Tigist Gidey #0158,ESP,W,london,2018,2018-04-22,16,8463
Sutume Hall #0318,CHN,W,london,2018,2018-04-22,17,8467
Ruth Sisson #0218,NED,W,london,2018,2018-04-22,18,8468
Vivian Gemechu #0121,GBR,W,london,2018,2018-04-22,19,8478
Vivian Jepchirchir #0175,AUS,W,london,2018,2018-04-22,20,8480
Peres Sisson #0303,AUS,W,london,2018,2018-04-22,21,8480
Lonah Ndereba #0029,USA,W,london,2018,2018-04-22,22,8491
Mary Cheruiyot #0071,NED,W,london,2018,2018-04-22,23,8492
Tigist Seidel #0264,IRL,W,london,2018,2018-04-22,24,8494
Sara Asefa #0326,NED,W,london,2018,2018-04-22,25,8497
Catherine Dereje #0231,POL,W,london,2018,2018-04-22,26,8503
Sara Cheruiyot #0249,GBR,W,london,2018,2018-04-22,27,8504
Worknesh Keitany #0316,ISR,W,london,2018,2018-04-22,28,8504
Keira Reichmann #0379,NED,W,london,2018,2018-04-22,29,8504
Ruth Degefa #0170,BHR,W,london,2018,2018-04-22,30,8504
Vivian Yehualaw #0241,CHN,W,london,2018,2018-04-22,31,8506
Sifan Gidey #0347,CHN,W,london,2018,2018-04-22,32,8510
Emily Gemechu #0197,CHN,W,london,2018,2018-04-22,33,8510
Aliphine Dereje #0088,ETH,W,london,2018,2018-04-22,34,8511
Vivian Hassan #0136,BHR,W,london,2018,2018-04-22,35,8512
Roza Hassan #0067,IRL,W,london,2018,2018-04-22,36,8514
Brigid Obiri #0213,PRK,W,london,2018,2018-04-22,37,8515
Mary Jepchirchir #0065,AUS,W,london,2018,2018-04-22,38,8518
Yalemzerf Diver #0030,CZE,W,london,2018,2018-04-22,39,8519
Roza Hassan #0032,CHN,W,london,2018,2018-04-22,40,8519
Aliphine Hassan #0313,KEN,W,london,2018,2018-04-22,41,8521
Yalemzerf Dereje #0180,GBR,W,london,2018,2018-04-22,42,8522
Brigid Hall #0129,POL,W,london,2018,2018-04-22,43,8527
Sifan Diver #0031,CZE,W,london,2018,2018-04-22,44,8529
Aliphine DAmato #0327,BHR,W,london,2018,2018-04-22,45,8533
Lonah Obiri #0202,CHN,W,london,2018,2018-04-22,46,8536
Joyciline Jepchirchir #0298,CZE,W,london,2018,2018-04-22,47,8539
Eunice Chepkirui #0043,ROU,W,london,2018,2018-04-22,48,8540
Keira Sisson #0247,CZE,W,london,2018,2018-04-22,49,8542
Sutume Hall #0301,ESP,W,london,2018,2018-04-22,50,8543
Hellen Kosgei #0383,CHN,W,london,2018,2018-04-22,51,8545
Lonnie Gidey #0360,ISR,W,london,2018,2018-04-22,52,8548
Keira Asefa #0224,CHN,W,london,2018,2018-04-22,53,8548
Keira Salpeter #0322,GER,W,london,2018,2018-04-22,54,8550
Lilian Yehualaw #0103,PRK,W,london,2018,2018-04-22,55,8552
Tirunesh Jepkosgei #0258,NED,W,london,2018,2018-04-22,56,8552
Molly Degefa #0190,ETH,W,london,2018,2018-04-22,57,8554
Tigist Salpeter #0323,CHN,W,london,2018,2018-04-22,58,8555
Almaz Kiplagat #0309,BHR,W,london,2018,2018-04-22,59,8557
Letesenbet Seidel #0252,CZE,W,london,2018,2018-04-22,60,8558
Edna Asefa #0087,USA,W,london,2018,2018-04-22,61,8558
Lilian Hassan #0068,ESP,W,london,2018,2018-04-22,62,8559
Keira Cheruiyot #0181,AUS,W,london,2018,2018-04-22,63,8560
Roza DAmato #0140,JPN,W,london,2018,2018-04-22,64,8563
Lilian Yehualaw #0373,USA,W,london,2018,2018-04-22,65,8567
Worknesh Assefa #0244,ROU,W,london,2018,2018-04-22,66,8578
Emily Kiplagat #0276,GER,W,london,2018,2018-04-22,67,8580
Brigid Tuliamuk #0325,BHR,W,london,2018,2018-04-22,68,8582
Aliphine Sisson #0338,USA,W,london,2018,2018-04-22,69,8584
Sifan Yehualaw #0102,ETH,W,london,2018,2018-04-22,70,8585
Vivian Kosgei #0123,ITA,W,london,2018,2018-04-22,71,8585
Lilian Degefa #0164,AUS,W,london,2018,2018-04-22,72,8585
Sifan Chepngetich #0344,ROU,W,london,2018,2018-04-22,73,8588
Lonnie Reichmann #0310,PRK,W,london,2018,2018-04-22,74,8590
Tirunesh Kiplagat #0124,ISR,W,london,2018,2018-04-22,75,8591
Tirunesh Hassan #0223,CZE,W,london,2018,2018-04-22,76,8593
Joyciline Hall #0057,IRL,W,london,2018,2018-04-22,77,8593
Catherine Yehualaw #0178,PRK,W,london,2018,2018-04-22,78,8593
Joyciline Asefa #0199,IRL,W,london,2018,2018-04-22,79,8598
Lonah Hall #0369,CZE,W,london,2018,2018-04-22,80,8598
Lilian Frey #0139,RUS,W,london,2018,2018-04-22,81,8598
Sinead Frey #0364,AUS,W,london,2018,2018-04-22,82,8602
Edna Dibaba #0367,BHR,W,london,2018,2018-04-22,83,8602
Almaz Gemechu #0280,PRK,W,london,2018,2018-04-22,84,8606
Sutume Reichmann #0005,RUS,W,london,2018,2018-04-22,85,8612
Molly Ndereba #0054,GER,W,london,2018,2018-04-22,86,8612
Eunice Tuliamuk #0263,CAN,W,london,2018,2018-04-22,87,8614
Sutume Yehualaw #0179,USA,W,london,2018,2018-04-22,88,8616
Eunice Yehualaw #0333,GER,W,london,2018,2018-04-22,89,8621
Ruth Ayana #0335,GER,W,london,2018,2018-04-22,90,8621
Molly Jepkosgei #0321,ITA,W,london,2018,2018-04-22,91,8625
Tirunesh Ayana #0293,AUS,W,london,2018,2018-04-22,92,8628
Sara Reichmann #0177,GER,W,london,2018,2018-04-22,93,8628
Tirunesh Chepngetich #0011,USA,W,london,2018,2018-04-22,94,8629
Catherine Sisson #0151,GBR,W,london,2018,2018-04-22,95,8634
Eunice Obiri #0081,GER,W,london,2018,2018-04-22,96,8634
Sara Dibaba #0042,KEN,W,london,2018,2018-04-22,97,8635
Hellen Dibaba #0221,POL,W,london,2018,2018-04-22,98,8640
Tigist Tuliamuk #0304,BHR,W,london,2018,2018-04-22,99,8641
Emily Kiplagat #0142,USA,W,london,2018,2018-04-22,100,8642
Galen Bekele #0173,BLR,M,london,2019,2019-04-28,1,7418
Ayele Robinson #0242,JPN,M,london,2019,2019-04-28,2,7434
Yuki Levins #0363,NED,M,london,2019,2019-04-28,3,7446
Lemi Robinson #0160,BLR,M,london,2019,2019-04-28,4,7456
Scott Cherono #0340,ERI,M,london,2019,2019-04-28,5,7483
Lelisa Hailu #0052,USA,M,london,2019,2019-04-28,6,7501
Hiroto Geremew #0249,TZA,M,london,2019,2019-04-28,7,7508
Lelisa Desisa #0243,BLR,M,london,2019,2019-04-28,8,7511
Yuki Levins #0142,JPN,M,london,2019,2019-04-28,9,7512
Lelisa Tola #0223,USA,M,london,2019,2019-04-28,10,7515
Lawrence Levins #0379,BLR,M,london,2019,2019-04-28,11,7537
Kenneth Sambu #0293,GER,M,london,2019,2019-04-28,12,7543
Kenneth Desisa #0236,ETH,M,london,2019,2019-04-28,13,7561
Suguru Moen #0095,NOR,M,london,2019,2019-04-28,14,7567
Mo Desisa #0033,MAR,M,london,2019,2019-04-28,15,7576
Lelisa Robinson #0097,ITA,M,london,2019,2019-04-28,16,7579
Galen Fauble #0390,ESP,M,london,2019,2019-04-28,17,7583
Lemi Hassan #0301,ETH,M,london,2019,2019-04-28,18,7601
Lemi Levins #0001,UGA,M,london,2019,2019-04-28,19,7601
Galen Hassan #0106,NED,M,london,2019,2019-04-28,20,7602
Geoffrey Tola #0141,AUS,M,london,2019,2019-04-28,21,7606
Kelvin Tola #0346,MAR,M,london,2019,2019-04-28,22,7608
Jared Rupp #0070,GER,M,london,2019,2019-04-28,23,7609
Bashir Farah #0134,KEN,M,london,2019,2019-04-28,24,7614
Hiroto Bett #0276,UGA,M,london,2019,2019-04-28,25,7614
Hiroto Rotich #0245,BHR,M,london,2019,2019-04-28,26,7615
Lemi Stanley #0076,ERI,M,london,2019,2019-04-28,27,7616
Hiroto Hassan #0021,ETH,M,london,2019,2019-04-28,28,7617
Lelisa Cherop #0207,ETH,M,london,2019,2019-04-28,29,7619
Bashir Sambu #0294,MAR,M,london,2019,2019-04-28,30,7621
Bashir Hailu #0384,ITA,M,london,2019,2019-04-28,31,7624
Hiroto Rupp #0113,UGA,M,london,2019,2019-04-28,32,7630
Kenneth Cherono #0288,GBR,M,london,2019,2019-04-28,33,7632
Birhanu Bekele #0094,BHR,M,london,2019,2019-04-28,34,7633
Brett Hassan #0159,USA,M,london,2019,2019-04-28,35,7633
Lawrence Kiptum #0204,BLR,M,london,2019,2019-04-28,36,7637
Mo Kipsang #0072,CAN,M,london,2019,2019-04-28,37,7639
Carlos Cherop #0298,NED,M,london,2019,2019-04-28,38,7640
Lelisa Kiptum #0144,ETH,M,london,2019,2019-04-28,39,7645
Kibrom Kipchoge #0345,ESP,M,london,2019,2019-04-28,40,7651
Carlos Kiptum #0092,MAR,M,london,2019,2019-04-28,41,7651
Lelisa Geremew #0007,ITA,M,london,2019,2019-04-28,42,7652
Kelvin Hailu #0382,BRA,M,london,2019,2019-04-28,43,7654
Sisay Kipsang #0257,FRA,M,london,2019,2019-04-28,44,7655
Lawrence Farah #0191,FRA,M,london,2019,2019-04-28,45,7655
Mosinet Kiptum #0206,ETH,M,london,2019,2019-04-28,46,7657
Wilson Hailu #0259,ERI,M,london,2019,2019-04-28,47,7659
Mosinet Sambu #0389,ETH,M,london,2019,2019-04-28,48,7660
Yuki Hassan #0277,GBR,M,london,2019,2019-04-28,49,7660
Conner Geremew #0219,NOR,M,london,2019,2019-04-28,50,7660
Kelvin Rotich #0151,TZA,M,london,2019,2019-04-28,51,7672
Eliud Kipchoge #0004,UGA,M,london,2019,2019-04-28,52,7673
Lawrence Desisa #0071,MAR,M,london,2019,2019-04-28,53,7676
Birhanu Moen #0120,CAN,M,london,2019,2019-04-28,54,7677
Lelisa Lemma #0060,CAN,M,london,2019,2019-04-28,55,7681
Mo Rotich #0198,JPN,M,london,2019,2019-04-28,56,7681
Mohamed Cherop #0109,NOR,M,london,2019,2019-04-28,57,7682
Lemi Bekele #0199,UGA,M,london,2019,2019-04-28,58,7683
Wilson Abdi #0211,GBR,M,london,2019,2019-04-28,59,7684
Mosinet Lemma #0329,ESP,M,london,2019,2019-04-28,60,7686
Ayele Fauble #0208,JPN,M,london,2019,2019-04-28,61,7693
Mosinet Korir #0163,FRA,M,london,2019,2019-04-28,62,7697
Conner Bett #0240,NOR,M,london,2019,2019-04-28,63,7698
Lemi Kandie #0100,MAR,M,london,2019,2019-04-28,64,7698
Ayele Ward #0042,UGA,M,london,2019,2019-04-28,65,7698
Hiroto Adero #0332,GBR,M,london,2019,2019-04-28,66,7699
Mosinet Moen #0161,AUS,M,london,2019,2019-04-28,67,7700
Cam Adero #0009,BLR,M,london,2019,2019-04-28,68,7703
Ayele Cherono #0038,BLR,M,london,2019,2019-04-28,69,7705
Cam Kipchoge #0234,UGA,M,london,2019,2019-04-28,70,7713
Kibrom Tola #0187,AUS,M,london,2019,2019-04-28,71,7714
Carlos Moen #0317,TZA,M,london,2019,2019-04-28,72,7714
Brett Hassan #0058,GER,M,london,2019,2019-04-28,73,7714
Wilson Bett #0152,TZA,M,london,2019,2019-04-28,74,7716
Galen Levins #0150,GBR,M,london,2019,2019-04-28,75,7716
Birhanu Cherono #0230,MAR,M,london,2019,2019-04-28,76,7717
Conner Kandie #0342,GER,M,london,2019,2019-04-28,77,7718
Ayele Kipsang #0131,BHR,M,london,2019,2019-04-28,78,7719
Carlos Abdi #0130,NED,M,london,2019,2019-04-28,79,7723
Lawrence Levins #0017,GER,M,london,2019,2019-04-28,80,7723
Tamirat Sambu #0348,GER,M,london,2019,2019-04-28,81,7724
Lelisa Desisa #0328,ERI,M,london,2019,2019-04-28,82,7730
Kenneth Kipsang #0037,ERI,M,london,2019,2019-04-28,83,7737
Conner Bett #0054,CAN,M,london,2019,2019-04-28,84,7739
Mohamed Rupp #0253,KEN,M,london,2019,2019-04-28,85,7740
Wilson Moen #0235,MAR,M,london,2019,2019-04-28,86,7741
Stephen Kipchoge #0370,GBR,M,london,2019,2019-04-28,87,7741
Galen Kipsang #0146,BLR,M,london,2019,2019-04-28,88,7742
Suguru Hailu #0194,MAR,M,london,2019,2019-04-28,89,7743
Lucas Lemma #0107,AUS,M,london,2019,2019-04-28,90,7743
Jared Cherop #0032,CAN,M,london,2019,2019-04-28,91,7743
Scott Robinson #0195,NOR,M,london,2019,2019-04-28,92,7743
Lelisa Abdi #0326,BRA,M,london,2019,2019-04-28,93,7744
